platform_id,video_id,watch_count,total_time_watched,price_per_watch
162,1903,1497,23952,0.46
7,420,360349,11170819,0.12
161,923,1506,10542,0.25
68,1233,804353,4826118,0.38
36,1597,602900,28939200,0.22
159,220,1509,37725,0.27
160,1234,2000,68000,0.27
80,82,484078,17426808,0.48
158,992,1503,31563,0.41
161,787,1499,38974,0.11
154,1502,900746,27022380,0.15
44,1530,927228,48215856,0.21
46,707,752939,35388133,0.45
158,1844,1504,67680,0.38
161,327,1497,41916,0.4
107,265,378762,6438954,0.26
71,1622,530861,13802386,0.29
110,390,829029,10777377,0.27
100,965,802831,7225479,0.15
20,1465,99372,2086812,0.49
162,832,1503,16533,0.18
93,1786,842507,5897549,0.5
61,799,620349,16749423,0.35
162,838,1498,47936,0.24
160,1107,2003,12018,0.11
162,413,1500,10500,0.34
160,1656,1995,17955,0.41
145,1532,665752,13980792,0.44
160,808,2001,46023,0.28
106,244,654685,23568660,0.13
142,452,54865,3291900,0.33
152,549,570136,14253400,0.27
0,1312,781002,10153026,0.5
105,1641,374373,14226174,0.41
161,128,1501,54036,0.44
157,150,896639,7173112,0.43
78,669,929618,51128990,0.42
0,953,424586,15285096,0.15
160,1332,1999,53973,0.26
117,1059,145049,7107401,0.34
110,1659,37731,641427,0.17
50,924,856237,7706133,0.25
74,126,580473,21477501,0.19
160,1828,2002,76076,0.47
160,1407,1999,75962,0.45
95,1029,777923,39674073,0.47
63,269,864323,8643230,0.18
102,1934,149497,1943461,0.28
44,1449,211288,9085384,0.29
159,971,1508,40716,0.15
19,1931,491369,10810118,0.34
159,438,1508,34684,0.24
125,648,614437,17818673,0.24
151,952,258412,7752360,0.35
99,1812,154158,4778898,0.44
162,1159,1495,11960,0.45
39,1991,269810,10522590,0.37
111,248,367596,4411152,0.35
161,1446,1508,90480,0.28
162,166,1501,9006,0.39
136,951,590874,31316322,0.18
161,43,1501,76551,0.4
75,519,233972,2807664,0.21
162,1831,1508,37700,0.25
67,775,229331,4357289,0.23
100,1528,888315,11548095,0.35
55,1761,134874,6339078,0.33
63,1063,191853,6523002,0.13
160,746,2005,60150,0.17
56,875,174934,4373350,0.15
100,572,859231,43820781,0.21
109,150,272536,2180288,0.2
161,1152,1501,54036,0.4
45,810,736975,16213450,0.33
114,864,776407,38043943,0.37
101,1302,228043,8893677,0.4
64,1076,457292,5944796,0.18
158,1697,1501,73549,0.3
129,972,849769,11896766,0.17
76,1740,531398,11159358,0.4
158,1272,1501,13509,0.18
159,421,1512,57456,0.36
158,1283,1500,7500,0.26
75,1541,236596,4022132,0.34
158,1615,1502,33044,0.29
161,673,1503,46593,0.16
76,407,520082,26004100,0.38
111,976,364976,18613776,0.31
162,120,1499,59960,0.46
159,269,1511,15110,0.23
162,814,1503,66132,0.17
76,1779,562693,16318097,0.2
160,213,1997,81877,0.12
52,1785,658087,3290435,0.12
116,25,747510,32142930,0.19
68,451,689250,8960250,0.27
32,1070,641523,19245690,0.34
40,1806,281686,4506976,0.34
58,1682,329449,18778593,0.39
118,1352,154309,4320652,0.49
160,662,2000,52000,0.13
161,854,1504,45120,0.17
137,380,86414,4320700,0.47
38,1631,777254,29535652,0.49
85,1995,860978,39604988,0.17
160,686,2001,34017,0.24
153,61,173345,6413765,0.36
44,823,995038,35821368,0.46
30,1680,594896,24390736,0.12
95,166,269845,1619070,0.37
161,903,1503,85671,0.37
76,563,71271,4204989,0.48
158,309,1506,87348,0.17
66,98,35131,2002467,0.19
80,723,190730,6675550,0.13
159,1809,1510,40770,0.16
158,1355,1501,19513,0.5
64,1418,320689,4810335,0.12
62,847,758713,30348520,0.34
159,117,1510,72480,0.44
159,1226,1511,28709,0.22
22,1801,955458,43951068,0.45
159,1754,1513,37825,0.33
56,1019,914301,25600428,0.19
159,1861,1509,81486,0.47
53,526,738226,22885006,0.18
107,110,741161,14823220,0.29
159,1010,1511,43819,0.38
63,190,320708,5131328,0.23
98,10,66676,3400476,0.4
146,1470,83551,2673632,0.12
67,1886,302707,11805573,0.26
92,1437,708548,33301756,0.31
159,899,1512,78624,0.35
113,997,75500,4530000,0.2
6,317,103012,1133132,0.21
162,1238,1500,87000,0.38
113,829,523752,5761272,0.2
160,1412,2001,32016,0.42
37,513,598485,5386365,0.26
13,624,949223,7593784,0.32
112,443,195994,9407712,0.31
158,1570,1498,55426,0.25
105,818,750004,40500216,0.15
159,679,1514,71158,0.5
137,328,576887,14999062,0.45
161,1709,1500,12000,0.46
161,45,1506,28614,0.37
0,1146,241640,6282640,0.19
160,1851,2000,38000,0.1
161,760,1502,42056,0.41
90,1619,880581,36984402,0.5
20,6,737675,11802800,0.2
125,1668,839732,4198660,0.24
4,686,738583,12555911,0.34
69,834,878601,26358030,0.24
160,1906,2001,82041,0.24
67,1135,393866,22056496,0.49
158,850,1497,85329,0.35
138,1460,608722,31653544,0.3
56,578,252518,13130936,0.23
37,1614,780300,41355900,0.31
160,186,2001,108054,0.14
160,1568,2001,48024,0.3
162,1061,1508,25636,0.37
147,98,390368,22250976,0.48
26,603,908396,6358772,0.46
92,1257,565661,10181898,0.19
63,797,190660,6673100,0.35
159,1812,1511,46841,0.1
39,165,302304,12394464,0.11
92,515,4634,101948,0.22
110,326,244304,4153168,0.3
108,1737,714270,31427880,0.11
124,1542,239757,12227607,0.47
2,1920,56489,451912,0.13
51,723,580937,20332795,0.43
156,1190,82731,744579,0.33
33,85,505389,18194004,0.15
162,1409,1498,16478,0.4
150,1473,341571,7172991,0.23
161,1169,1501,22515,0.47
56,1600,215406,1723248,0.35
20,1134,588097,21759589,0.43
28,452,88119,5287140,0.14
40,381,753608,22608240,0.41
69,1337,105424,4954928,0.45
45,1050,610548,25032468,0.23
10,876,945854,24592204,0.17
36,1469,975599,9755990,0.27
162,1173,1502,81108,0.43
114,842,987297,9872970,0.39
158,634,1499,65956,0.48
21,398,190222,7418658,0.13
110,133,767395,29928405,0.18
125,1568,639158,15339792,0.27
42,949,18951,1099158,0.24
160,848,1999,35982,0.22
99,225,99837,2296251,0.11
41,453,200948,2813272,0.36
6,1423,663982,31207154,0.19
161,1318,1501,82555,0.11
162,336,1502,28538,0.34
0,1176,904173,25316844,0.27
113,685,31937,926173,0.26
99,588,919330,30337890,0.32
47,88,369247,14769880,0.39
109,1574,720836,15858392,0.26
119,57,574071,25259124,0.28
157,167,416809,16255551,0.17
109,1117,367690,17281430,0.17
130,210,77000,4158000,0.25
24,1142,323900,13279900,0.26
80,75,574872,12647184,0.23
123,1370,684912,17122800,0.27
160,606,2007,50175,0.38
97,1527,713675,18555550,0.15
71,415,717826,5742608,0.35
81,1354,422152,18996840,0.13
162,1432,1496,80784,0.19
150,1474,490939,13746292,0.29
146,1668,259191,1295955,0.16
143,875,237495,5937375,0.41
160,472,1999,55972,0.37
148,845,748750,14975000,0.36
160,1754,2003,50075,0.17
161,553,1501,40527,0.2
94,306,270822,14353566,0.3
154,421,370851,14092338,0.46
121,1824,398936,6781912,0.15
7,1443,857522,47163710,0.1
127,728,389927,9358248,0.33
145,1997,788898,18144654,0.38
162,355,1497,52395,0.41
158,1804,1498,86884,0.3
157,965,378732,3408588,0.44
140,215,554506,3881542,0.46
144,1645,478253,13869337,0.4
160,965,2002,18018,0.26
161,986,1499,10493,0.37
131,1074,828285,44727390,0.43
158,1567,1494,28386,0.29
3,689,912870,9128700,0.41
160,1938,1995,27930,0.36
158,950,1500,39000,0.32
69,608,711864,12101688,0.28
118,370,191172,8793912,0.23
131,1225,247468,7176572,0.39
62,1047,234475,2579225,0.31
162,770,1499,52465,0.12
83,20,988611,4943055,0.23
162,797,1499,52465,0.45
28,1682,237445,13534365,0.42
161,1104,1504,42112,0.44
161,1558,1503,42084,0.45
162,1614,1501,79553,0.49
156,83,109102,3163958,0.36
50,1251,329967,7919208,0.42
160,784,2002,74074,0.42
109,1400,136337,7771209,0.14
158,139,1498,59920,0.22
159,1396,1507,81378,0.33
161,47,1502,27036,0.25
162,1482,1497,11976,0.42
158,26,1504,64672,0.34
160,832,1994,21934,0.31
78,852,692052,20069508,0.1
74,1138,595665,15487290,0.19
135,295,528267,15848010,0.13
74,1111,497433,11938392,0.2
152,1837,166444,9487308,0.36
161,1699,1500,36000,0.31
73,1839,545121,29981655,0.14
149,244,749821,26993556,0.37
26,1501,908437,9084370,0.45
21,1823,588421,7649473,0.38
157,1004,258941,15277519,0.23
5,938,63845,1723815,0.41
22,1467,376868,9421700,0.13
12,620,44877,1032171,0.31
65,1020,892698,48205692,0.4
10,1998,403700,4844400,0.11
62,865,934469,42051105,0.47
22,607,638204,28719180,0.37
160,181,1995,85785,0.29
37,1131,279504,10062144,0.45
101,1370,177059,4426475,0.24
29,1330,920544,52471008,0.38
159,1791,1510,36240,0.35
159,1016,1513,71111,0.38
48,674,505031,29291798,0.39
154,1861,565778,30552012,0.19
119,676,947492,18949840,0.1
49,465,544491,11434311,0.29
65,42,921458,32251030,0.27
14,1777,415006,13280192,0.23
0,1179,337558,7426276,0.35
118,1533,155932,5145756,0.15
162,350,1497,31437,0.16
158,730,1498,58422,0.18
115,726,85467,3504147,0.21
65,266,338573,13881493,0.22
106,777,86688,1993824,0.23
162,297,1497,41916,0.36
72,1428,232900,3959300,0.47
108,114,470014,15980476,0.24
98,572,798193,40707843,0.43
114,198,571332,5713320,0.47
55,14,788384,32323744,0.33
88,18,864171,16419249,0.32
12,1396,683772,36923688,0.42
157,1179,672685,14799070,0.49
56,1856,644481,9022734,0.36
158,1792,1499,35976,0.25
162,159,1499,58461,0.27
160,1016,2001,94047,0.28
130,1069,258542,8790428,0.18
132,467,961175,5767050,0.17
131,1222,368927,21028839,0.22
141,104,510433,14802557,0.25
87,1150,115190,2764560,0.17
53,642,651916,18905564,0.2
72,275,588314,34710526,0.27
158,1644,1498,41944,0.19
118,294,437179,10929475,0.17
162,48,1496,88264,0.34
159,64,1515,18180,0.26
109,580,166696,4500792,0.36
50,786,549096,23062032,0.34
63,447,368508,17319876,0.29
161,1291,1501,34523,0.35
97,1099,329082,10859706,0.33
161,895,1506,39156,0.3
137,1117,158600,7454200,0.13
159,420,1507,46717,0.37
158,201,1497,7485,0.48
141,1108,304742,3047420,0.46
159,1614,1509,79977,0.39
142,1765,987035,29611050,0.45
129,280,243787,1218935,0.12
8,463,278750,2787500,0.27
159,961,1511,54396,0.32
156,1316,109829,1757264,0.45
158,1759,1503,45090,0.15
120,978,723551,15194571,0.47
93,1163,324531,13305771,0.47
160,86,1996,107784,0.4
79,1463,96163,2019423,0.4
101,1532,926996,19466916,0.12
162,1923,1497,79341,0.33
94,577,181136,4166128,0.15
158,1609,1502,21028,0.4
127,370,923681,42489326,0.29
160,359,2001,26013,0.25
80,253,966561,4832805,0.31
46,1680,171767,7042447,0.34
80,1573,411558,2880906,0.42
104,1347,783436,3917180,0.47
3,1343,895126,38490418,0.39
25,556,473286,10412292,0.18
0,8,6403,89642,0.38
66,1575,706710,16254330,0.12
119,1933,48092,817564,0.29
117,749,876352,24537856,0.46
158,557,1498,61418,0.41
93,928,197353,2565589,0.21
161,1092,1504,57152,0.45
160,1345,2000,24000,0.32
135,1512,107816,3234480,0.16
161,750,1503,46593,0.45
20,1621,99313,2085573,0.36
161,694,1501,45030,0.2
141,122,744194,32000342,0.36
69,534,453218,14502976,0.46
160,1765,1995,59850,0.45
159,979,1508,70876,0.12
133,1534,645656,31637144,0.48
12,1994,465491,21878077,0.11
46,735,24010,240100,0.49
78,468,766108,6128864,0.32
162,342,1501,43529,0.13
25,622,963320,23119680,0.3
74,1152,673287,24238332,0.46
161,1877,1499,28481,0.17
158,1707,1500,43500,0.44
121,129,105716,3911492,0.45
62,1026,781191,5468337,0.27
40,1638,448117,19269031,0.14
78,268,49866,1196784,0.18
80,1014,492722,7390830,0.3
69,390,474481,6168253,0.43
106,1238,466655,27065990,0.46
149,1499,791474,28493064,0.28
61,742,541124,12445852,0.29
161,1992,1498,71904,0.19
93,1988,856131,17978751,0.26
159,206,1509,33198,0.35
158,1147,1501,12008,0.36
44,1394,971901,40819842,0.36
100,274,528461,21666901,0.12
160,1186,2003,20030,0.24
88,331,653149,10450384,0.37
83,1752,455359,27321540,0.16
73,28,323197,3555167,0.37
3,1451,274628,15653796,0.2
162,1544,1501,64543,0.34
161,689,1503,15030,0.24
158,1084,1501,42028,0.1
161,783,1504,82720,0.21
61,1718,954022,11448264,0.43
138,1995,86179,3964234,0.42
125,1177,877773,50910834,0.13
44,1413,225245,4054410,0.28
160,538,1998,13986,0.12
124,913,525141,21005640,0.22
160,1861,1998,107892,0.31
93,708,287193,2584737,0.2
149,1260,286569,3725397,0.28
29,465,772696,16226616,0.24
144,223,280468,12621060,0.35
159,660,1508,45240,0.35
158,659,1501,78052,0.21
7,1986,347446,10423380,0.15
16,155,283689,8226981,0.49
158,1408,1504,52640,0.27
74,1427,302822,6662084,0.29
158,1324,1504,24064,0.46
162,421,1500,57000,0.38
48,504,416739,21670428,0.37
102,1834,95773,5746380,0.43
126,305,777177,10880478,0.39
69,13,350624,14024960,0.5
67,482,498137,20423617,0.25
48,1489,751716,9772308,0.37
83,19,375379,19519708,0.36
161,811,1504,87232,0.25
159,999,1515,54540,0.21
7,710,610900,6109000,0.39
139,1562,562994,27023712,0.21
31,1492,487180,21923100,0.37
53,665,174898,9444492,0.35
25,260,857933,20590392,0.32
160,1055,2001,32016,0.36
160,1008,2000,98000,0.42
49,2,746778,42566346,0.18
40,1587,486581,11677944,0.4
159,430,1512,37800,0.48
99,1680,165655,6791855,0.23
32,1731,365045,21537655,0.4
160,1719,1994,67796,0.23
10,1266,823496,24704880,0.49
161,1987,1504,10528,0.23
83,1388,467633,7949761,0.3
155,506,556472,19476520,0.39
70,1077,514683,25734150,0.11
159,1419,1506,27108,0.35
161,528,1501,87058,0.48
107,1665,73774,3614926,0.29
93,257,323662,8091550,0.12
94,1462,635572,31778600,0.42
162,931,1500,15000,0.46
63,850,546288,31138416,0.2
160,803,2001,94047,0.35
162,800,1498,38948,0.44
75,602,622316,5600844,0.13
159,1506,1510,55870,0.42
37,909,796236,43792980,0.12
52,1497,534660,4277280,0.22
81,230,231391,7173121,0.15
158,1168,1502,13518,0.1
159,1596,1512,40824,0.35
159,1612,1513,31773,0.37
140,971,518108,13988916,0.2
109,1503,223295,3572720,0.21
159,825,1507,45210,0.29
78,1989,974887,17547966,0.13
67,1457,628829,18864870,0.21
159,1368,1507,24112,0.27
159,125,1505,37625,0.34
152,1399,211940,9961180,0.19
124,421,143603,5456914,0.47
142,1853,160198,3524356,0.42
160,1087,2004,114228,0.34
89,559,659690,29686050,0.17
159,201,1509,7545,0.24
72,923,966029,6762203,0.36
162,965,1501,13509,0.42
158,777,1510,34730,0.19
17,1575,97108,2233484,0.35
73,1678,994313,35795268,0.12
161,436,1500,72000,0.39
105,384,308589,5554602,0.26
68,1903,820424,13126784,0.13
98,824,739799,42168543,0.47
159,518,1506,54216,0.4
145,1656,195495,1759455,0.43
88,338,25714,745706,0.42
74,1008,884717,43351133,0.35
83,1486,657433,12491227,0.33
159,773,1510,40770,0.16
159,1466,1511,84616,0.11
161,599,1509,72432,0.11
41,282,587493,30549636,0.23
118,1740,517965,10877265,0.37
29,100,832024,48257392,0.45
162,378,1500,27000,0.15
109,1114,464233,11141592,0.21
10,1220,633966,8241558,0.45
103,979,423394,19899518,0.27
160,1554,1996,9980,0.46
16,480,675834,25005858,0.12
160,146,2000,106000,0.39
72,1070,87394,2621820,0.25
162,1716,1501,39026,0.41
160,1793,2001,56028,0.43
158,960,1498,26964,0.17
155,1516,494106,12352650,0.28
18,1161,436008,22236408,0.23
160,768,1998,19980,0.48
159,1425,1509,22635,0.42
111,1147,529234,4233872,0.14
161,564,1503,28557,0.43
8,635,76426,764260,0.2
34,868,269556,2426004,0.37
125,39,713864,19988192,0.32
65,418,812022,9744264,0.2
29,1615,555953,12230966,0.35
161,1817,1500,78000,0.44
44,1810,424549,16557411,0.19
2,995,256704,6160896,0.24
159,1567,1507,28633,0.48
146,1001,442369,14598177,0.31
136,328,933985,24283610,0.44
160,519,1997,23964,0.23
131,690,558191,20653067,0.33
11,1159,172428,1379424,0.43
10,1725,47287,614731,0.35
42,1232,540311,21072129,0.42
160,435,1999,53973,0.22
162,764,1498,44940,0.26
52,1085,181041,3439779,0.1
33,1318,918075,50494125,0.23
158,969,1500,43500,0.12
132,1213,70773,2123190,0.2
129,159,916728,35752392,0.15
160,144,2000,46000,0.4
162,1034,1501,43529,0.31
38,786,961313,40375146,0.19
162,1745,1499,56962,0.28
96,1918,974554,25338404,0.4
56,18,559378,10628182,0.44
158,1707,1499,43471,0.18
130,281,790674,3953370,0.45
88,1330,240289,13696473,0.34
126,39,479622,13429416,0.43
17,383,809682,38864736,0.13
105,896,341151,9893379,0.2
158,462,1503,87174,0.46
58,320,218167,9599348,0.39
69,679,617760,29034720,0.19
161,882,1500,45000,0.45
161,1177,1502,87116,0.24
17,1935,82120,2381480,0.45
158,1559,1500,58500,0.32
108,1646,317013,3170130,0.25
161,1058,1508,12064,0.28
21,566,635456,15886400,0.47
31,982,892722,49992432,0.38
125,360,81202,3491686,0.33
84,1990,545460,9272820,0.45
40,1725,408853,5315089,0.28
131,327,961161,26912508,0.3
150,124,829621,42310671,0.18
158,1050,1501,61541,0.49
159,679,1510,70970,0.33
162,842,1502,15020,0.15
149,1805,508226,11689198,0.2
64,1238,373931,21687998,0.15
139,88,122232,4889280,0.28
158,1828,1498,56924,0.17
42,1461,159555,4148430,0.43
155,624,696364,5570912,0.29
107,425,434920,15657120,0.36
159,361,1506,60240,0.21
158,232,1498,50932,0.39
160,1066,2002,52052,0.17
150,230,524394,16256214,0.37
161,404,1507,40689,0.43
41,267,926522,28722182,0.24
13,1179,105283,2316226,0.12
124,1863,387803,17063332,0.23
160,1971,2002,36036,0.41
74,1083,243261,1946088,0.46
25,849,894200,4471000,0.42
83,1477,51223,717122,0.31
112,400,869111,7821999,0.26
159,260,1503,36072,0.35
81,100,641287,37194646,0.38
2,600,846194,17770074,0.18
106,68,830633,47346081,0.12
162,382,1502,25534,0.25
159,1518,1510,25670,0.48
50,154,38633,1197623,0.17
158,309,1501,87058,0.49
134,836,962150,26940200,0.44
58,1872,132489,2517291,0.41
13,887,621251,10561267,0.16
159,653,1510,84560,0.36
31,1248,402782,6847294,0.3
158,1736,1498,59920,0.28
161,1872,1503,28557,0.46
161,1753,1500,24000,0.19
96,1395,879955,28158560,0.43
159,1028,1513,69598,0.15
37,1266,771032,23130960,0.39
40,113,23804,618904,0.11
75,1335,377118,9805068,0.22
159,1354,1515,68175,0.13
160,1554,2007,10035,0.18
108,1116,468168,27621912,0.38
14,770,493973,17289055,0.15
28,1149,932915,43847005,0.49
161,1833,1497,76347,0.48
160,1747,1998,63936,0.32
77,1381,858860,23189220,0.11
31,1250,802029,27268986,0.3
112,472,729917,20437676,0.21
140,1849,381159,11434770,0.44
94,286,898146,26046234,0.14
4,1294,692213,4845491,0.19
32,643,908390,25434920,0.21
110,418,467893,5614716,0.13
94,1212,741873,43770507,0.24
139,198,893769,8937690,0.24
160,1492,1996,89820,0.2
27,1074,686816,37088064,0.3
7,190,906001,14496016,0.3
132,1679,71621,1647283,0.25
105,1648,109251,3496032,0.15
30,816,929605,25099335,0.2
158,1601,1495,20930,0.28
1,1464,326953,3923436,0.33
55,1735,398810,7976200,0.12
80,1394,639211,26846862,0.32
160,1931,2002,44044,0.24
70,21,62010,930150,0.3
136,634,893184,39300096,0.37
47,606,755580,18889500,0.11
161,135,1498,62916,0.12
159,237,1513,75650,0.22
159,1737,1512,66528,0.48
70,179,262968,4996392,0.48
93,150,139156,1113248,0.1
160,135,1996,83832,0.37
158,1775,1500,81000,0.16
141,1607,384802,6541634,0.24
88,938,197785,5340195,0.22
153,135,88369,3711498,0.38
162,1515,1501,43529,0.35
105,1871,217364,4129916,0.3
162,1091,1499,35976,0.19
162,697,1496,38896,0.25
160,475,2000,36000,0.11
159,772,1515,9090,0.39
161,1802,1497,86826,0.19
55,318,295916,7101984,0.34
160,1873,1999,21989,0.16
94,1197,723101,43386060,0.13
84,1277,911405,50127275,0.14
161,1229,1505,88795,0.41
150,1315,102937,5764472,0.32
106,719,530740,10084060,0.2
27,1314,349972,10499160,0.18
161,171,1502,63084,0.42
120,1023,817568,20439200,0.29
15,831,954038,26713064,0.4
98,1968,181888,10731392,0.27
161,1897,1497,43413,0.29
110,1299,71905,3595250,0.45
26,938,8735,235845,0.2
158,1068,1499,44970,0.15
159,930,1507,63294,0.46
160,1651,2001,112056,0.26
66,1410,420974,20206752,0.21
116,1910,820422,33637302,0.45
162,1468,1503,16533,0.41
161,1160,1499,34477,0.44
108,91,1218,34104,0.23
159,1388,1507,25619,0.1
87,726,467363,19161883,0.13
148,913,676711,27068440,0.44
81,1932,748325,25443050,0.24
123,1015,362959,6170303,0.34
57,226,766754,22235866,0.25
158,369,1501,42028,0.22
139,1095,805844,20951944,0.26
23,207,903776,45188800,0.33
108,949,854591,49566278,0.36
137,200,792729,6341832,0.41
121,928,678108,8815404,0.12
29,1854,90802,4812506,0.16
162,1318,1497,82335,0.37
161,1380,1503,45090,0.26
105,707,845184,39723648,0.47
100,1656,873517,7861653,0.47
160,1948,1997,85871,0.16
53,473,216322,5408050,0.34
131,1353,115505,693030,0.3
77,1412,579744,9275904,0.35
159,21,1511,22665,0.34
158,607,1503,67635,0.33
41,86,455605,24602670,0.39
158,1535,1502,18024,0.34
159,339,1511,25687,0.35
161,1093,1498,19474,0.37
104,1587,406971,9767304,0.5
147,1728,570229,33643511,0.46
35,1057,893987,17879740,0.46
149,1001,552570,18234810,0.15
158,1297,1496,76296,0.35
9,31,182596,9494992,0.14
160,485,1996,31936,0.22
22,947,860004,14620068,0.37
145,1043,813896,33369736,0.13
99,505,497125,10936750,0.48
162,286,1504,43616,0.29
73,165,851801,34923841,0.37
30,520,183327,8433042,0.38
160,1632,2001,78039,0.15
155,1148,372998,3729980,0.16
14,561,682882,18437814,0.34
154,1620,50233,803728,0.37
13,1721,487469,12186725,0.3
36,1995,746300,34329800,0.19
133,978,126700,2660700,0.33
162,743,1503,72144,0.3
88,672,895911,18814131,0.43
41,751,395773,11477417,0.26
161,1984,1500,19500,0.38
86,1159,549629,4397032,0.49
160,979,1998,93906,0.24
12,1284,236664,12306528,0.22
113,1411,823689,15650091,0.41
162,1127,1498,41944,0.44
153,1074,847047,45740538,0.11
91,1077,556368,27818400,0.1
153,1911,505914,13153764,0.35
161,930,1503,63126,0.42
0,924,23861,214749,0.43
136,1597,826213,39658224,0.14
160,175,1999,45977,0.37
36,69,441025,12348700,0.13
158,571,1496,25432,0.48
31,466,616449,23425062,0.43
27,1963,403743,5248659,0.25
91,944,910579,28227949,0.48
100,791,788083,12609328,0.4
116,842,607786,6077860,0.31
110,605,113656,4546240,0.29
158,625,1499,44970,0.42
159,111,1507,72336,0.22
43,307,986273,18739187,0.38
133,1329,293686,1468430,0.41
60,1295,810386,13776562,0.23
55,1226,307949,5851031,0.19
160,124,1998,101898,0.18
160,1900,2004,116232,0.38
30,1793,358755,10045140,0.33
162,823,1496,53856,0.39
143,229,717094,12907692,0.46
5,1257,877302,15791436,0.2
120,136,916135,11909755,0.19
159,258,1508,81432,0.36
158,1601,1497,20958,0.13
159,409,1508,13572,0.38
43,1797,38763,775260,0.36
61,1273,31616,663936,0.38
65,1086,830658,24089082,0.44
158,1291,1498,34454,0.18
35,878,837605,28478570,0.48
159,318,1508,36192,0.23
34,551,862326,19833498,0.15
106,1718,839061,10068732,0.44
161,1581,1500,52500,0.4
112,1574,932324,20511128,0.16
16,1499,743000,26748000,0.28
162,1664,1501,39026,0.27
5,774,581379,10464822,0.18
161,686,1499,25483,0.2
141,377,488626,13192902,0.49
89,1509,233087,13985220,0.12
81,1312,402405,5231265,0.26
159,183,1510,33220,0.13
123,1662,872785,12218990,0.42
9,45,485846,9231074,0.45
73,11,435777,14816418,0.41
106,1416,232584,10233696,0.21
95,1764,36874,1069346,0.49
136,736,810952,23517608,0.17
86,1526,454846,13645380,0.16
52,234,956022,16252374,0.16
161,1832,1504,90240,0.38
162,330,1503,67635,0.15
56,471,448008,13440240,0.45
14,1709,611584,4892672,0.32
159,1027,1509,79977,0.32
55,1245,500502,5005020,0.34
109,1924,471387,27811833,0.27
37,1535,794577,9534924,0.39
123,748,701325,32260950,0.4
95,1208,316255,4743825,0.3
84,533,543797,13594925,0.34
162,834,1503,45090,0.2
126,1869,242644,6308744,0.12
54,1231,142756,7280556,0.4
10,1073,253003,5060060,0.19
158,339,1501,25517,0.32
81,624,419553,3356424,0.16
46,358,674686,35758358,0.34
23,1949,75155,2104340,0.22
96,636,465356,9772476,0.3
162,1072,1499,55463,0.16
158,265,1504,25568,0.42
160,1461,2002,52052,0.49
160,1202,2004,70140,0.17
153,485,907979,14527664,0.25
91,1885,780552,36685944,0.13
161,624,1499,11992,0.39
131,1315,973951,54541256,0.17
18,1417,760446,18250704,0.19
45,1904,139541,7256132,0.33
76,1199,609567,5486103,0.32
130,262,120101,3002525,0.49
102,536,105584,2006096,0.22
41,1958,727656,43659360,0.17
40,436,841131,40374288,0.3
159,1575,1504,34592,0.18
77,1928,718226,16519198,0.29
162,156,1501,57038,0.38
134,203,979797,12737361,0.38
162,142,1503,45090,0.46
158,270,1504,67680,0.31
105,1417,303643,7287432,0.39
162,1226,1501,28519,0.25
137,1257,534991,9629838,0.11
162,1705,1496,62832,0.37
162,624,1503,12024,0.24
115,936,282013,14100650,0.22
160,950,2001,52026,0.14
160,1176,2000,56000,0.39
99,1054,709586,3547930,0.29
13,385,471506,16502710,0.5
162,705,1503,33066,0.26
160,623,1996,49900,0.12
87,1140,12515,300360,0.23
91,1822,850969,26380039,0.42
113,195,541362,8120430,0.27
117,739,216421,6276209,0.14
162,688,1497,70359,0.13
94,1261,479553,13907037,0.14
11,476,561390,6175290,0.32
40,1269,798623,20764198,0.17
123,1587,46046,1105104,0.26
128,51,153049,4438421,0.24
159,203,1510,19630,0.38
160,1935,1996,57884,0.15
98,470,722919,5783352,0.16
160,755,1997,49925,0.14
160,913,2003,80120,0.5
1,1522,751780,17290940,0.23
40,1421,204946,1434622,0.1
55,1176,651083,18230324,0.36
29,1161,746421,38067471,0.13
162,142,1499,44970,0.27
35,1942,391096,9386304,0.34
161,1658,1507,40689,0.11
160,1551,2003,116174,0.26
68,1130,305779,10396486,0.36
73,1211,109679,2412938,0.16
160,1533,2000,66000,0.3
159,1056,1508,42224,0.17
24,839,814741,39922309,0.34
88,1210,653280,16985280,0.42
153,1733,106352,4573136,0.27
70,1506,91659,3391383,0.29
161,1766,1497,44910,0.41
85,1452,576393,21902934,0.12
161,1943,1499,26982,0.28
39,1391,226635,10198575,0.12
126,1834,704229,42253740,0.11
134,591,434178,24748146,0.26
17,1215,552813,17137203,0.31
16,576,231232,4624640,0.2
49,1682,998538,56916666,0.34
85,331,248826,3981216,0.15
158,1516,1505,37625,0.1
150,1188,450716,2704296,0.16
90,1674,830590,19934160,0.4
158,1342,1500,51000,0.24
160,394,2007,90315,0.48
137,1925,965233,41505019,0.29
132,1589,118295,7097700,0.31
81,1468,828916,9118076,0.44
160,1539,1998,35964,0.28
138,1991,613421,23923419,0.29
101,474,821346,4106730,0.29
54,894,509560,19872840,0.14
160,1343,2002,86086,0.19
160,1138,1999,51974,0.4
151,231,762015,5334105,0.17
138,533,64808,1620200,0.25
58,1662,974170,13638380,0.26
162,1783,1502,37550,0.39
130,1087,596080,33976560,0.43
110,869,211674,4445154,0.2
151,1956,44804,672060,0.1
99,434,98719,987190,0.49
159,1048,1509,15090,0.47
158,1280,1501,69046,0.32
159,687,1510,9060,0.19
161,1670,1499,41972,0.29
160,1360,2002,86086,0.32
23,75,901421,19831262,0.4
