video_id,path,duration
277,/root/bucket5/smalminess-shisos-long.mp4,29
756,/root/bucket1/relieved-utilitarianized-short.mp4,20
337,/root/bucket2/relieved-utilitarianized-long.mp4,26
1345,/root/bucket3/mathematician-beekeepers-short.mp4,12
1701,/root/bucket2/mathematician-beekeepers-long.mp4,39
1727,/videos/2020-02-04/babouche-footwears-short.mp4,30
1258,/videos/2020-02-02/babouche-footwears-long.mp4,48
1673,/root/bucket5/guanazolos-suburbanized-short.mp4,18
320,/videos/2020-02-02/guanazolos-suburbanized-long.mp4,44
853,/videos/2020-02-03/remanences-croquignole-short.mp4,6
492,/root/bucket3/remanences-croquignole-long.mp4,54
1179,/root/bucket2/triggering-lassitude-short.mp4,22
1074,/videos/2020-02-04/triggering-lassitude-long.mp4,54
1260,/videos/2020-02-03/henges-thatness-short.mp4,13
1222,/root/bucket2/henges-thatness-long.mp4,57
1662,/videos/2020-02-02/bigfoots-epispore-short.mp4,14
1436,/videos/2020-02-02/bigfoots-epispore-long.mp4,40
300,/root/bucket4/forlana-demivolte-short.mp4,17
1131,/videos/2020-02-02/forlana-demivolte-long.mp4,36
326,/videos/2020-02-01/cystitides-protoxids-short.mp4,17
1246,/videos/2020-02-03/cystitides-protoxids-long.mp4,57
1627,/root/bucket4/employing-batsman-short.mp4,9
1704,/root/bucket1/employing-batsman-long.mp4,38
964,/root/bucket1/sesquiplicate-canalizations-short.mp4,5
1434,/media/sesquiplicate-canalizations-long.mp4,38
1418,/videos/2020-02-01/midsts-ambulatorily-short.mp4,15
306,/root/bucket2/midsts-ambulatorily-long.mp4,53
1105,/videos/2020-02-02/bellocked-adorably-short.mp4,16
1999,/root/bucket1/bellocked-adorably-long.mp4,42
304,/videos/2020-02-01/aviatrixes-unheededly-short.mp4,14
1719,/root/bucket3/aviatrixes-unheededly-long.mp4,34
1310,/videos/2020-02-01/ridglings-windsock-short.mp4,11
217,/videos/2020-02-02/ridglings-windsock-long.mp4,60
1537,/root/bucket3/treponemal-reseau-short.mp4,9
360,/root/bucket2/treponemal-reseau-long.mp4,43
1017,/videos/2020-02-03/postvasectomy-lubrical-short.mp4,30
97,/root/bucket3/postvasectomy-lubrical-long.mp4,43
1058,/videos/2020-02-01/manatu-semillon-short.mp4,8
948,/videos/2020-02-04/manatu-semillon-long.mp4,59
486,/root/bucket1/checkroom-graffiting-short.mp4,23
129,/media/checkroom-graffiting-long.mp4,37
658,/media/weisenheimer-paronymic-short.mp4,21
452,/media/weisenheimer-paronymic-long.mp4,60
1532,/videos/2020-02-02/greenbackism-wheelbarrowing-short.mp4,21
1572,/root/bucket5/greenbackism-wheelbarrowing-long.mp4,47
1257,/root/bucket4/moldier-subtilizations-short.mp4,18
1885,/root/bucket3/moldier-subtilizations-long.mp4,47
990,/root/bucket5/refutal-heterocyclics-short.mp4,14
1451,/root/bucket4/refutal-heterocyclics-long.mp4,57
323,/videos/2020-02-04/nonreproductive-ravines-short.mp4,20
1680,/root/bucket1/nonreproductive-ravines-long.mp4,41
1644,/root/bucket5/applies-aerobic-short.mp4,28
1212,/root/bucket2/applies-aerobic-long.mp4,59
614,/root/bucket1/semitone-nonmobile-short.mp4,16
1820,/root/bucket1/semitone-nonmobile-long.mp4,46
869,/root/bucket1/ecstasising-zootechnical-short.mp4,21
1724,/media/ecstasising-zootechnical-long.mp4,51
556,/root/bucket3/tabu-lunchrooms-short.mp4,22
43,/root/bucket5/tabu-lunchrooms-long.mp4,51
1328,/videos/2020-02-04/county-postpuberty-short.mp4,25
421,/root/bucket1/county-postpuberty-long.mp4,38
744,/videos/2020-02-02/knelled-hamada-short.mp4,26
288,/media/knelled-hamada-long.mp4,57
595,/root/bucket2/pyloruses-retested-short.mp4,8
1274,/root/bucket1/pyloruses-retested-long.mp4,55
656,/root/bucket2/spumone-mistrusting-short.mp4,26
90,/videos/2020-02-04/spumone-mistrusting-long.mp4,59
64,/root/bucket1/accorders-rockery-short.mp4,12
1323,/videos/2020-02-02/accorders-rockery-long.mp4,55
301,/root/bucket2/demodulator-justers-short.mp4,18
48,/root/bucket1/demodulator-justers-long.mp4,59
152,/videos/2020-02-04/brawer-utterableness-short.mp4,10
1005,/root/bucket3/brawer-utterableness-long.mp4,30
791,/videos/2020-02-01/effortlessnesses-deaminizing-short.mp4,16
830,/videos/2020-02-02/effortlessnesses-deaminizing-long.mp4,51
1200,/videos/2020-02-03/qins-outquotes-short.mp4,22
1697,/root/bucket4/qins-outquotes-long.mp4,49
1279,/videos/2020-02-03/miniaturizes-beacon-short.mp4,18
240,/root/bucket1/miniaturizes-beacon-long.mp4,42
1248,/root/bucket1/lumme-nonconducting-short.mp4,17
1390,/root/bucket3/lumme-nonconducting-long.mp4,43
1531,/media/patrialize-seedless-short.mp4,15
1062,/videos/2020-02-02/patrialize-seedless-long.mp4,48
1053,/root/bucket1/medick-resocialised-short.mp4,5
940,/root/bucket3/medick-resocialised-long.mp4,27
1933,/root/bucket2/hypocist-chouse-short.mp4,17
507,/videos/2020-02-04/hypocist-chouse-long.mp4,51
1864,/videos/2020-02-03/singers-loerie-short.mp4,6
255,/root/bucket4/singers-loerie-long.mp4,52
472,/videos/2020-02-03/constructure-metaplastic-short.mp4,28
1437,/root/bucket3/constructure-metaplastic-long.mp4,47
694,/videos/2020-02-02/subtilizer-brughs-short.mp4,30
1614,/videos/2020-02-03/subtilizer-brughs-long.mp4,53
667,/videos/2020-02-01/bilbo-cachinnates-short.mp4,22
155,/media/bilbo-cachinnates-long.mp4,29
142,/videos/2020-02-01/reuttering-shadowcastings-short.mp4,30
929,/root/bucket2/reuttering-shadowcastings-long.mp4,54
802,/root/bucket3/latte-passados-short.mp4,26
1360,/root/bucket3/latte-passados-long.mp4,43
505,/videos/2020-02-03/dimethyltryptamines-monotone-short.mp4,22
584,/root/bucket1/dimethyltryptamines-monotone-long.mp4,59
1015,/videos/2020-02-04/ohm-snogs-short.mp4,17
607,/videos/2020-02-01/ohm-snogs-long.mp4,45
65,/root/bucket4/branded-surefootedly-short.mp4,17
883,/root/bucket2/branded-surefootedly-long.mp4,49
224,/videos/2020-02-04/subspecialists-carnalizing-short.mp4,8
1513,/videos/2020-02-03/subspecialists-carnalizing-long.mp4,48
36,/videos/2020-02-04/unilinear-villagers-short.mp4,24
1127,/root/bucket4/unilinear-villagers-long.mp4,28
17,/root/bucket5/resaws-seraphins-short.mp4,20
1842,/videos/2020-02-02/resaws-seraphins-long.mp4,47
430,/root/bucket1/indew-sultana-short.mp4,25
606,/root/bucket2/indew-sultana-long.mp4,25
473,/root/bucket1/boshboks-decarburize-short.mp4,25
376,/videos/2020-02-04/boshboks-decarburize-long.mp4,49
1517,/videos/2020-02-01/saltness-savates-short.mp4,8
1441,/videos/2020-02-03/saltness-savates-long.mp4,34
1875,/videos/2020-02-01/homologation-boyfriend-short.mp4,10
1446,/root/bucket3/homologation-boyfriend-long.mp4,60
1481,/root/bucket1/hardly-pingler-short.mp4,15
1297,/root/bucket5/hardly-pingler-long.mp4,51
1268,/videos/2020-02-01/familiarisers-incurved-short.mp4,11
1804,/root/bucket1/familiarisers-incurved-long.mp4,58
1893,/root/bucket4/unequalled-colleger-short.mp4,22
1461,/root/bucket4/unequalled-colleger-long.mp4,26
63,/root/bucket2/dimerise-bawls-short.mp4,13
1293,/videos/2020-02-03/dimerise-bawls-long.mp4,49
876,/root/bucket1/cariousnesses-superqualities-short.mp4,26
114,/root/bucket3/cariousnesses-superqualities-long.mp4,34
1607,/videos/2020-02-04/overcloying-beadiest-short.mp4,17
1947,/root/bucket4/overcloying-beadiest-long.mp4,53
170,/videos/2020-02-02/verifying-galabieh-short.mp4,14
1682,/root/bucket3/verifying-galabieh-long.mp4,57
661,/videos/2020-02-03/associabilities-impenetrated-short.mp4,14
1435,/videos/2020-02-01/associabilities-impenetrated-long.mp4,34
1944,/videos/2020-02-03/fixities-madtom-short.mp4,14
545,/videos/2020-02-02/fixities-madtom-long.mp4,29
1601,/root/bucket2/basidiospores-flutinas-short.mp4,14
162,/root/bucket3/basidiospores-flutinas-long.mp4,54
587,/videos/2020-02-02/emfs-swoffer-short.mp4,26
506,/videos/2020-02-02/emfs-swoffer-long.mp4,35
1412,/root/bucket2/beccaficos-politenesses-short.mp4,16
1011,/root/bucket1/beccaficos-politenesses-long.mp4,59
1021,/root/bucket5/inburning-microbarographs-short.mp4,12
969,/root/bucket5/inburning-microbarographs-long.mp4,29
1188,/root/bucket3/obtends-bejeweling-short.mp4,6
1512,/videos/2020-02-04/obtends-bejeweling-long.mp4,30
1869,/root/bucket5/doobries-spriteliest-short.mp4,26
1902,/root/bucket2/doobries-spriteliest-long.mp4,32
1598,/videos/2020-02-03/catamenia-forebodingness-short.mp4,21
1134,/root/bucket3/catamenia-forebodingness-long.mp4,37
317,/root/bucket2/scaremonger-epizoite-short.mp4,11
369,/media/scaremonger-epizoite-long.mp4,28
991,/root/bucket2/neuroplasm-scalloping-short.mp4,10
1561,/videos/2020-02-04/neuroplasm-scalloping-long.mp4,32
1536,/videos/2020-02-04/abdicated-midbrain-short.mp4,21
1946,/videos/2020-02-01/abdicated-midbrain-long.mp4,29
1987,/videos/2020-02-02/propylaeum-consulters-short.mp4,7
69,/videos/2020-02-03/propylaeum-consulters-long.mp4,28
1242,/videos/2020-02-04/bard-kottaboses-short.mp4,20
1321,/videos/2020-02-04/bard-kottaboses-long.mp4,58
541,/media/unwomans-streptothricin-short.mp4,29
471,/videos/2020-02-02/unwomans-streptothricin-long.mp4,30
194,/videos/2020-02-02/langouste-scourged-short.mp4,6
1492,/videos/2020-02-03/langouste-scourged-long.mp4,45
319,/root/bucket1/jambee-tee-short.mp4,26
462,/videos/2020-02-01/jambee-tee-long.mp4,58
1335,/videos/2020-02-01/roughcast-untrueness-short.mp4,26
1389,/media/roughcast-untrueness-long.mp4,28
15,/root/bucket4/musicotherapies-decretive-short.mp4,13
1874,/root/bucket5/musicotherapies-decretive-long.mp4,43
1990,/videos/2020-02-01/dilutees-spicate-short.mp4,17
1466,/root/bucket5/dilutees-spicate-long.mp4,56
1291,/root/bucket3/mooly-hitchhikers-short.mp4,23
1175,/videos/2020-02-01/mooly-hitchhikers-long.mp4,33
676,/root/bucket1/whitewashed-oversteer-short.mp4,20
866,/root/bucket2/whitewashed-oversteer-long.mp4,46
1971,/root/bucket5/illegible-viameter-short.mp4,18
997,/videos/2020-02-02/illegible-viameter-long.mp4,60
755,/media/secularizers-ophiomorph-short.mp4,25
443,/root/bucket2/secularizers-ophiomorph-long.mp4,48
196,/root/bucket4/amooving-colotomy-short.mp4,19
264,/root/bucket4/amooving-colotomy-long.mp4,44
1026,/videos/2020-02-02/cerium-multicentric-short.mp4,7
779,/root/bucket3/cerium-multicentric-long.mp4,59
849,/root/bucket2/slipnooses-hissers-short.mp4,5
795,/videos/2020-02-02/slipnooses-hissers-long.mp4,27
924,/videos/2020-02-01/chymes-polytonality-short.mp4,9
1137,/videos/2020-02-04/chymes-polytonality-long.mp4,30
1940,/videos/2020-02-01/maunds-counterdemonstrates-short.mp4,15
1746,/root/bucket5/maunds-counterdemonstrates-long.mp4,49
257,/videos/2020-02-02/amphioxuses-stipuled-short.mp4,25
1556,/videos/2020-02-01/amphioxuses-stipuled-long.mp4,46
892,/media/gastrotrich-plumpiest-short.mp4,29
188,/videos/2020-02-02/gastrotrich-plumpiest-long.mp4,31
1286,/root/bucket1/interplead-mythomaniac-short.mp4,17
1396,/videos/2020-02-02/interplead-mythomaniac-long.mp4,54
1552,/videos/2020-02-04/perscrutations-kenosises-short.mp4,15
39,/media/perscrutations-kenosises-long.mp4,28
477,/videos/2020-02-03/deglaciated-multihued-short.mp4,17
814,/root/bucket1/deglaciated-multihued-long.mp4,44
356,/root/bucket1/outdoers-imposthumated-short.mp4,27
92,/root/bucket5/outdoers-imposthumated-long.mp4,50
465,/root/bucket2/moistened-resolutes-short.mp4,21
1617,/root/bucket4/moistened-resolutes-long.mp4,47
269,/videos/2020-02-03/incommutability-chromed-short.mp4,10
748,/videos/2020-02-02/incommutability-chromed-long.mp4,46
1550,/root/bucket4/cytoskeletons-includes-short.mp4,30
1591,/root/bucket3/cytoskeletons-includes-long.mp4,45
291,/root/bucket4/quillaja-receptivity-short.mp4,13
113,/videos/2020-02-01/quillaja-receptivity-long.mp4,26
1815,/root/bucket4/gliffings-superb-short.mp4,9
822,/videos/2020-02-01/gliffings-superb-long.mp4,40
558,/root/bucket1/birdhouses-precisians-short.mp4,10
98,/root/bucket4/birdhouses-precisians-long.mp4,57
1739,/root/bucket3/socializes-organologies-short.mp4,5
1706,/root/bucket3/socializes-organologies-long.mp4,33
1503,/videos/2020-02-03/vagrancies-badinaged-short.mp4,16
975,/root/bucket2/vagrancies-badinaged-long.mp4,34
81,/root/bucket2/marriers-stalks-short.mp4,19
897,/videos/2020-02-02/marriers-stalks-long.mp4,56
353,/root/bucket4/ecoterrorism-doggedness-short.mp4,9
274,/videos/2020-02-03/ecoterrorism-doggedness-long.mp4,41
1931,/root/bucket2/clypeiform-unclassifiable-short.mp4,22
828,/videos/2020-02-01/clypeiform-unclassifiable-long.mp4,30
575,/root/bucket5/pheon-frequences-short.mp4,15
1306,/media/pheon-frequences-long.mp4,37
1448,/root/bucket5/scorper-rared-short.mp4,20
272,/root/bucket5/scorper-rared-long.mp4,49
390,/videos/2020-02-03/vulcanologists-forthcome-short.mp4,13
316,/videos/2020-02-01/vulcanologists-forthcome-long.mp4,49
772,/videos/2020-02-02/importable-landgrab-short.mp4,6
1059,/root/bucket2/importable-landgrab-long.mp4,49
147,/root/bucket5/aubergine-tusking-short.mp4,28
671,/root/bucket2/aubergine-tusking-long.mp4,57
1934,/root/bucket2/turaco-mentorings-short.mp4,13
1016,/media/turaco-mentorings-long.mp4,47
702,/media/befriender-predigestion-short.mp4,23
1101,/root/bucket5/befriender-predigestion-long.mp4,57
513,/media/extensionalism-greenmailer-short.mp4,9
1341,/root/bucket4/extensionalism-greenmailer-long.mp4,37
801,/root/bucket1/achlorhydria-charlotte-short.mp4,18
844,/root/bucket4/achlorhydria-charlotte-long.mp4,57
1568,/root/bucket5/hikoiing-parasitologist-short.mp4,24
103,/root/bucket5/hikoiing-parasitologist-long.mp4,57
1959,/root/bucket1/stigmatiser-preplaces-short.mp4,15
934,/videos/2020-02-02/stigmatiser-preplaces-long.mp4,30
160,/videos/2020-02-02/pillorise-deciphering-short.mp4,25
424,/root/bucket3/pillorise-deciphering-long.mp4,50
221,/root/bucket4/glutenins-predominant-short.mp4,9
798,/videos/2020-02-01/glutenins-predominant-long.mp4,34
1132,/media/whiplashes-intermediators-short.mp4,28
1314,/root/bucket1/whiplashes-intermediators-long.mp4,30
1831,/root/bucket4/scorers-trousseau-short.mp4,25
1087,/root/bucket2/scorers-trousseau-long.mp4,57
580,/videos/2020-02-01/urson-repulser-short.mp4,27
1494,/videos/2020-02-01/urson-repulser-long.mp4,52
1427,/videos/2020-02-04/pertinency-strontia-short.mp4,22
1230,/videos/2020-02-02/pertinency-strontia-long.mp4,34
1497,/media/stance-unsparred-short.mp4,8
1777,/videos/2020-02-01/stance-unsparred-long.mp4,32
843,/videos/2020-02-02/underkeeper-condors-short.mp4,27
754,/root/bucket5/underkeeper-condors-long.mp4,57
1951,/videos/2020-02-02/halfwitted-steganographs-short.mp4,5
1717,/root/bucket3/halfwitted-steganographs-long.mp4,53
1347,/root/bucket3/sironizing-begnaw-short.mp4,5
904,/root/bucket2/sironizing-begnaw-long.mp4,56
96,/videos/2020-02-02/escortage-postliminious-short.mp4,15
1063,/media/escortage-postliminious-long.mp4,34
1476,/videos/2020-02-02/dissemination-upwardness-short.mp4,19
662,/videos/2020-02-02/dissemination-upwardness-long.mp4,26
738,/root/bucket5/manjack-intenerates-short.mp4,13
1952,/root/bucket5/manjack-intenerates-long.mp4,51
1376,/videos/2020-02-02/routed-momzers-short.mp4,27
1749,/media/routed-momzers-long.mp4,40
1664,/videos/2020-02-02/minutely-nostoc-short.mp4,26
930,/root/bucket1/minutely-nostoc-long.mp4,42
1148,/root/bucket4/veneer-rekeyboarding-short.mp4,10
153,/media/veneer-rekeyboarding-long.mp4,41
455,/root/bucket3/hoodia-sociopaths-short.mp4,27
1904,/root/bucket4/hoodia-sociopaths-long.mp4,52
1084,/videos/2020-02-01/coxal-trammel-short.mp4,28
1457,/root/bucket1/coxal-trammel-long.mp4,30
365,/videos/2020-02-03/skeining-spellings-short.mp4,19
1033,/videos/2020-02-01/skeining-spellings-long.mp4,35
1696,/root/bucket5/boobyish-entombed-short.mp4,30
10,/videos/2020-02-03/boobyish-entombed-long.mp4,51
1095,/videos/2020-02-01/outmantles-invertor-short.mp4,26
520,/videos/2020-02-01/outmantles-invertor-long.mp4,46
95,/videos/2020-02-03/beastly-clitella-short.mp4,21
412,/root/bucket2/beastly-clitella-long.mp4,30
1806,/root/bucket1/pelorias-madrepore-short.mp4,16
850,/videos/2020-02-02/pelorias-madrepore-long.mp4,57
50,/root/bucket3/tirednesses-adjoin-short.mp4,13
715,/videos/2020-02-02/tirednesses-adjoin-long.mp4,31
941,/media/squalors-audiograph-short.mp4,25
192,/root/bucket4/squalors-audiograph-long.mp4,31
249,/root/bucket4/operagoers-banderilleros-short.mp4,5
1128,/videos/2020-02-03/operagoers-banderilleros-long.mp4,32
705,/root/bucket3/corybant-kipp-short.mp4,22
769,/root/bucket4/corybant-kipp-long.mp4,49
107,/root/bucket2/oiks-expectedness-short.mp4,15
648,/media/oiks-expectedness-long.mp4,29
922,/root/bucket3/overbearing-cadie-short.mp4,30
525,/videos/2020-02-02/overbearing-cadie-long.mp4,27
799,/root/bucket4/footered-vespertinal-short.mp4,27
125,/root/bucket1/footered-vespertinal-long.mp4,25
1823,/media/otiosities-benzols-short.mp4,13
1177,/root/bucket1/otiosities-benzols-long.mp4,58
1486,/root/bucket5/lumpinesses-pursing-short.mp4,19
242,/media/lumpinesses-pursing-long.mp4,34
1970,/media/subatoms-tweezed-short.mp4,20
1300,/videos/2020-02-01/subatoms-tweezed-long.mp4,30
18,/root/bucket1/caravaneer-trevisses-short.mp4,19
961,/videos/2020-02-02/caravaneer-trevisses-long.mp4,36
1425,/videos/2020-02-01/uranite-apolipoprotein-short.mp4,15
811,/videos/2020-02-02/uranite-apolipoprotein-long.mp4,58
1191,/root/bucket5/boozing-mispenned-short.mp4,14
1407,/root/bucket5/boozing-mispenned-long.mp4,38
84,/root/bucket4/linocuts-phlebosclerosis-short.mp4,7
1369,/videos/2020-02-04/linocuts-phlebosclerosis-long.mp4,51
1401,/media/brik-skeptically-short.mp4,8
548,/videos/2020-02-04/brik-skeptically-long.mp4,55
329,/root/bucket2/glueball-tache-short.mp4,14
783,/videos/2020-02-02/glueball-tache-long.mp4,55
980,/root/bucket5/missionisations-hypercharging-short.mp4,23
1744,/media/missionisations-hypercharging-long.mp4,47
1283,/root/bucket1/exploited-conkers-short.mp4,5
722,/root/bucket2/exploited-conkers-long.mp4,35
1198,/videos/2020-02-04/influential-screensaver-short.mp4,11
402,/root/bucket3/influential-screensaver-long.mp4,25
719,/root/bucket2/asquat-waybreads-short.mp4,19
1045,/media/asquat-waybreads-long.mp4,44
442,/root/bucket5/antefixes-creation-short.mp4,18
361,/videos/2020-02-01/antefixes-creation-long.mp4,40
1123,/root/bucket3/bankrollers-orientalized-short.mp4,29
1077,/videos/2020-02-01/bankrollers-orientalized-long.mp4,50
1374,/root/bucket5/sensationalism-outblessing-short.mp4,6
1733,/media/sensationalism-outblessing-long.mp4,43
47,/root/bucket3/bodkins-belace-short.mp4,18
87,/root/bucket5/bodkins-belace-long.mp4,36
1139,/root/bucket1/manchineel-yellings-short.mp4,17
1631,/root/bucket3/manchineel-yellings-long.mp4,38
1732,/videos/2020-02-01/unperches-lameds-short.mp4,13
1769,/videos/2020-02-03/unperches-lameds-long.mp4,51
251,/videos/2020-02-04/misstruck-torturously-short.mp4,25
511,/root/bucket2/misstruck-torturously-long.mp4,36
700,/videos/2020-02-04/spinous-objectifying-short.mp4,8
563,/root/bucket4/spinous-objectifying-long.mp4,59
706,/videos/2020-02-02/outbegs-hardbeams-short.mp4,18
534,/root/bucket3/outbegs-hardbeams-long.mp4,32
628,/videos/2020-02-02/snifting-synchronical-short.mp4,7
1480,/root/bucket1/snifting-synchronical-long.mp4,27
977,/videos/2020-02-03/rheumic-tiresomenesses-short.mp4,17
3,/root/bucket5/rheumic-tiresomenesses-long.mp4,37
586,/root/bucket3/mattoids-coryluses-short.mp4,11
1241,/root/bucket3/mattoids-coryluses-long.mp4,25
493,/videos/2020-02-01/leaflessnesses-exacts-short.mp4,30
42,/media/leaflessnesses-exacts-long.mp4,35
1909,/videos/2020-02-01/chemoautotroph-benignantly-short.mp4,27
655,/media/chemoautotroph-benignantly-long.mp4,37
1146,/root/bucket3/postorbital-magnanimity-short.mp4,26
770,/videos/2020-02-02/postorbital-magnanimity-long.mp4,35
1079,/root/bucket5/entrailing-covalently-short.mp4,28
354,/videos/2020-02-03/entrailing-covalently-long.mp4,30
55,/root/bucket2/experience-goulashes-short.mp4,13
859,/videos/2020-02-03/experience-goulashes-long.mp4,52
721,/root/bucket1/clartier-halutzim-short.mp4,23
1895,/root/bucket1/clartier-halutzim-long.mp4,56
1980,/videos/2020-02-02/subbranches-spatially-short.mp4,19
691,/root/bucket4/subbranches-spatially-long.mp4,53
774,/root/bucket3/desexualizations-porchettas-short.mp4,18
406,/root/bucket4/desexualizations-porchettas-long.mp4,47
121,/videos/2020-02-03/sangar-disintricates-short.mp4,30
1247,/root/bucket1/sangar-disintricates-long.mp4,40
1331,/videos/2020-02-01/centrefolds-churr-short.mp4,22
718,/videos/2020-02-04/centrefolds-churr-long.mp4,59
689,/root/bucket2/hapuku-directedness-short.mp4,10
1868,/root/bucket2/hapuku-directedness-long.mp4,36
418,/root/bucket4/grievingly-homilists-short.mp4,12
405,/root/bucket2/grievingly-homilists-long.mp4,31
1825,/root/bucket5/numbers-routers-short.mp4,20
164,/videos/2020-02-01/numbers-routers-long.mp4,26
1645,/videos/2020-02-02/tressours-pickin-short.mp4,29
40,/root/bucket5/tressours-pickin-long.mp4,50
1872,/videos/2020-02-01/lepidopterists-dipshits-short.mp4,19
585,/root/bucket1/lepidopterists-dipshits-long.mp4,54
898,/media/occasioners-gaspereaus-short.mp4,5
1551,/root/bucket1/occasioners-gaspereaus-long.mp4,58
45,/root/bucket4/zhomo-hawkishly-short.mp4,19
1483,/videos/2020-02-01/zhomo-hawkishly-long.mp4,33
1988,/root/bucket4/ignitibilities-agatized-short.mp4,21
499,/root/bucket2/ignitibilities-agatized-long.mp4,29
1124,/root/bucket5/dystocia-decelerators-short.mp4,18
526,/videos/2020-02-02/dystocia-decelerators-long.mp4,31
303,/videos/2020-02-01/sectarian-unnilquadiums-short.mp4,7
596,/root/bucket3/sectarian-unnilquadiums-long.mp4,28
602,/root/bucket4/parrs-silviculturally-short.mp4,9
533,/root/bucket3/parrs-silviculturally-long.mp4,25
806,/root/bucket5/blotchiest-fatalist-short.mp4,10
1430,/root/bucket1/blotchiest-fatalist-long.mp4,48
1520,/root/bucket4/braza-orramen-short.mp4,28
1445,/root/bucket5/braza-orramen-long.mp4,37
972,/root/bucket1/calathi-pend-short.mp4,14
11,/root/bucket4/calathi-pend-long.mp4,34
954,/media/sinologist-weathercaster-short.mp4,24
24,/root/bucket4/sinologist-weathercaster-long.mp4,59
1477,/root/bucket4/brigalows-banditry-short.mp4,14
1685,/root/bucket2/brigalows-banditry-long.mp4,45
1269,/videos/2020-02-03/vermiculated-glitterier-short.mp4,26
785,/videos/2020-02-04/vermiculated-glitterier-long.mp4,34
263,/media/maggs-docksides-short.mp4,27
1690,/videos/2020-02-04/maggs-docksides-long.mp4,38
34,/root/bucket1/incumberingly-teapoys-short.mp4,17
284,/videos/2020-02-04/incumberingly-teapoys-long.mp4,52
535,/root/bucket5/communitaires-enchasers-short.mp4,19
1298,/videos/2020-02-02/communitaires-enchasers-long.mp4,59
1873,/root/bucket2/apyrexia-corrigibilities-short.mp4,11
1086,/root/bucket4/apyrexia-corrigibilities-long.mp4,29
1634,/root/bucket3/outpupils-windsuckers-short.mp4,20
1830,/media/outpupils-windsuckers-long.mp4,25
112,/videos/2020-02-01/dueled-antibioses-short.mp4,23
1821,/videos/2020-02-02/dueled-antibioses-long.mp4,34
431,/videos/2020-02-03/windborne-disgowned-short.mp4,7
1981,/root/bucket2/windborne-disgowned-long.mp4,53
510,/videos/2020-02-02/lonelier-disagreeables-short.mp4,24
1068,/videos/2020-02-04/lonelier-disagreeables-long.mp4,30
1663,/videos/2020-02-03/salacious-outreigning-short.mp4,11
106,/videos/2020-02-03/salacious-outreigning-long.mp4,52
685,/videos/2020-02-01/villose-puftaloons-short.mp4,29
684,/root/bucket4/villose-puftaloons-long.mp4,43
1377,/videos/2020-02-02/gyrations-welshed-short.mp4,16
1100,/root/bucket3/gyrations-welshed-long.mp4,43
1368,/videos/2020-02-01/interdependently-dollarfishes-short.mp4,16
1170,/videos/2020-02-03/interdependently-dollarfishes-long.mp4,52
1721,/root/bucket2/aphelandras-diazomethanes-short.mp4,25
1197,/videos/2020-02-03/aphelandras-diazomethanes-long.mp4,60
1138,/root/bucket3/vulgarisers-reflags-short.mp4,26
601,/videos/2020-02-01/vulgarisers-reflags-long.mp4,30
115,/videos/2020-02-03/vesiculating-interconnexion-short.mp4,12
135,/root/bucket1/vesiculating-interconnexion-long.mp4,42
1563,/root/bucket1/unthreading-restuffed-short.mp4,20
391,/root/bucket3/unthreading-restuffed-long.mp4,54
826,/root/bucket5/sparteries-merchantable-short.mp4,27
750,/root/bucket1/sparteries-merchantable-long.mp4,31
683,/videos/2020-02-04/disgorge-subsampled-short.mp4,5
1525,/videos/2020-02-03/disgorge-subsampled-long.mp4,51
1140,/root/bucket2/gamboling-careers-short.mp4,24
840,/root/bucket4/gamboling-careers-long.mp4,41
907,/root/bucket4/nonaddictive-mutinously-short.mp4,10
167,/videos/2020-02-04/nonaddictive-mutinously-long.mp4,39
1515,/videos/2020-02-01/plussing-isomere-short.mp4,29
394,/root/bucket2/plussing-isomere-long.mp4,45
175,/root/bucket1/sloughy-acquisitive-short.mp4,23
654,/videos/2020-02-04/sloughy-acquisitive-long.mp4,47
1969,/root/bucket5/deadlocking-misdividing-short.mp4,25
745,/videos/2020-02-01/deadlocking-misdividing-long.mp4,50
724,/videos/2020-02-02/overheat-hetaerismic-short.mp4,7
57,/media/overheat-hetaerismic-long.mp4,44
1082,/root/bucket1/gorilla-vicugnas-short.mp4,9
1755,/videos/2020-02-02/gorilla-vicugnas-long.mp4,53
709,/root/bucket1/bedights-amebiasis-short.mp4,13
441,/videos/2020-02-02/bedights-amebiasis-long.mp4,49
290,/media/signeurie-cotemporary-short.mp4,29
364,/root/bucket3/signeurie-cotemporary-long.mp4,39
173,/videos/2020-02-03/hydroponically-marbling-short.mp4,11
1731,/root/bucket4/hydroponically-marbling-long.mp4,59
636,/videos/2020-02-04/binnacle-savablenesses-short.mp4,21
629,/videos/2020-02-03/binnacle-savablenesses-long.mp4,39
1956,/media/loggish-beelining-short.mp4,15
752,/root/bucket5/loggish-beelining-long.mp4,53
623,/root/bucket5/mimmest-baldmoneys-short.mp4,25
330,/root/bucket2/mimmest-baldmoneys-long.mp4,45
1098,/videos/2020-02-01/deportees-deliberates-short.mp4,11
1255,/root/bucket5/deportees-deliberates-long.mp4,39
1710,/media/hinges-caffeinic-short.mp4,27
1415,/root/bucket5/hinges-caffeinic-long.mp4,38
1136,/root/bucket3/momzer-eloigns-short.mp4,17
1995,/media/momzer-eloigns-long.mp4,46
965,/root/bucket1/bluishness-subsequences-short.mp4,9
254,/root/bucket1/bluishness-subsequences-long.mp4,38
