job_id	company_id	job_title_short	job_title	job_location	job_via	job_schedule_type	job_work_from_home	search_location	job_posted_date	job_no_degree_mention	job_health_insurance	job_country	salary_rate	salary_year_avg	salary_hour_avg
14609	364	Data Scientist	Experienced Cleared Data Scientist - Full-time / Part-time	"  Washington, DC   "	via Snagajob	Full-time	0	New York, United States	2023-08-07 00:00:00	0	1	United States	hour		47.62000274658203
14610	9150	Data Analyst	ITSM Data Analyst-Principals ONLY	"  Centreville, VA   "	via LinkedIn	Contractor	0	New York, United States	2023-08-19 00:00:00	0	0	United States	hour		46
14614	5664	Data Scientist	Lead Data Science Software Developer (TxBSPI)	" Anywhere "	via Snagajob	Full-time and Part-time	1	New York, United States	2023-10-30 00:00:00	0	1	United States	hour		25.345001220703125
14615	66	Data Engineer	Manager, Data Engineering	"  Poughkeepsie, NY   "	via ComputerJobs.com	Full-time	0	New York, United States	2023-08-03 00:00:00	0	1	United States	year	211000	
14617	126	Data Analyst	PROJECT DATA ANALYST	"  New York, NY   "	via My Stateline Jobs	Full-time	0	New York, United States	2023-06-05 00:00:00	0	1	United States	year	105000	
14618	286	Data Engineer	Principal Data Engineer - Design and Architecture	United States	via LinkedIn	Full-time	0	New York, United States	2023-03-05 00:00:00	0	1	United States	year	210000	
14619	2589	Data Scientist	Principal Data Scientist, Decision Technologies	Columbia, SC	via Ladders	Full-time	0	New York, United States	2023-01-10 00:00:00	0	1	United States	year	150000	
14620	461	Data Analyst	Principal IT Data Analyst II	"  Newark, NJ   "	via Snagajob	Full-time	0	New York, United States	2023-08-22 00:00:00	0	1	United States	hour		27.979999542236328
14623	9157	Senior Data Analyst	Senior Data Analyst	Basking Ridge, NJ	via Indeed	Full-time	0	New York, United States	2023-01-25 00:00:00	0	1	United States	year	85000	
14624	3024	Senior Data Analyst	Senior Data Analyst		via LinkedIn	Full-time	0	New York, United States	2023-07-01 00:00:00	1	0	United States	year	120000	
14627	363	Senior Data Analyst	Senior Data Analyst - Full-time / Part-time	"  Hadley, MA   "	via Snagajob	Full-time	0	New York, United States	2023-08-28 00:00:00	0	1	United States	hour		27.290000915527344
14629	9123	Senior Data Analyst	Senior Data Analyst / Quant Analyst 1 yr Fixed Contract $300,000 ...	"  New York, NY   "	via LinkedIn	Full-time	0	New York, United States	2023-04-13 00:00:00	1	0	United States	year	340000	
14639	9161	Senior Data Scientist	Senior Data Scientist	"  Boston, MA   "	via Snagajob	Full-time	0	New York, United States	2023-08-30 00:00:00	0	0	United States	hour		46.05000305175781
14640	1399	Senior Data Scientist	Senior Data Scientist	Sterling, VA	via Ladders	Full-time	0	New York, United States	2023-03-26 00:00:00	0	1	United States	year	90000	
14641	2498	Senior Data Scientist	Senior Data Scientist	"  Morris Plains, NJ   "	via LinkedIn	Contractor and Temp work	0	New York, United States	2023-10-27 00:00:00	0	0	United States	hour		55
14643	3649	Senior Data Scientist	Senior Data Scientist Engineer - Now Hiring	"  Edison, NJ   "	via Snagajob	Full-time	0	New York, United States	2023-08-11 00:00:00	0	1	United States	hour		49.89500045776367
14646	461	Senior Data Scientist	Sr Clinical Data Scientist	"  Wilmington, DE   "	via Snagajob	Full-time	0	New York, United States	2023-09-05 00:00:00	0	0	United States	hour		41.505001068115234
14648	77	Senior Data Analyst	Sr. Data Analyst - Remote	" Anywhere "	via UnitedHealth Group - Talentify	Full-time	1	New York, United States	2023-06-26 00:00:00	0	1	United States	year	126000	
14651	613	Data Scientist	Sr. Data Scientist	"  Herndon, VA   "	via LinkedIn	Full-time and Part-time	0	New York, United States	2023-11-17 00:00:00	0	1	United States	year	152000	
14652	9168	Data Scientist	Sr. Lead Data Scientist	New York, NY	via Ladders	Full-time	0	New York, United States	2023-02-03 00:00:00	0	0	United States	year	175000	
14655	9169	Data Analyst	Technology Innovation & Analytics Data Analyst	New York, NY	via Indeed	Full-time	0	New York, United States	2023-02-09 00:00:00	1	1	United States	year	65000	
14656	2143	Data Engineer	UTKCG Temporary Research Data Engineer/College of Education...	"  Knoxville, TN   "	via Snagajob	Full-time	0	New York, United States	2023-08-14 00:00:00	0	0	United States	hour		40.83000183105469
14659	283	Data Scientist	junior software programmer/Data Analyst/Data Scientists--Remote ...	"  Boston, MA   "	via Snagajob	Full-time and Part-time	0	New York, United States	2023-10-16 00:00:00	0	0	United States	hour		46.845001220703125
14661	960	Data Analyst	Data Analyst, Geochemistry	"  Muntinlupa, Metro Manila, Philippines   "	via Ai-Jobs.net	Full-time	0	Philippines	2023-05-27 00:00:00	0	0	Philippines	year	57500	
14662	9173	Cloud Engineer	Senior Cloud Engineer / MLOps	Warsaw, Poland	via Ai-Jobs.net	Contractor	0	Poland	2023-03-02 00:00:00	0	0	Poland	year	72900	
14663	9174	Senior Data Analyst	Senior Data Analyst in Warsaw Remuneration Data Solutions Teams	"  Poland   "	via Ai-Jobs.net	Full-time	0	Poland	2023-12-01 00:00:00	0	0	Poland	year	118640	
14664	3664	Data Engineer	Data Engineer - IT Corporate	"  Porto, Portugal   "	via Ai-Jobs.net	Full-time	0	Portugal	2023-05-31 00:00:00	0	0	Portugal	year	97444	
14665	258	Data Scientist	Sr Data Scientist	"  Lisbon, Portugal   "	via Ai-Jobs.net	Full-time	0	Portugal	2023-07-27 00:00:00	0	0	Portugal	year	157500	
14666	426	Data Engineer	Staff Data Engineer (m/f/d)	Lisbon, Portugal	via Ai-Jobs.net	Full-time	0	Portugal	2023-02-15 00:00:00	0	0	Portugal	year	147500	
14667	9178	Data Scientist	Data scientist	"  Russia   "	via GeekLink	Part-time, Contractor, and Temp work	0	Russia	2023-11-11 00:00:00	0	0	Russia	year	320000	
14668	4	Data Analyst	Entry-Level Data Analyst	" Anywhere "	via The Elite Job	Full-time and Part-time	1	Singapore	2023-12-26 00:00:00	0	0	Singapore	hour		25
14669	964	Software Engineer	Power BI Developer	"  Košice, Slovakia   "	via Ai-Jobs.net	Full-time	0	Slovakia	2023-04-13 00:00:00	0	0	Slovakia	year	89100	
14672	647	Data Engineer	Azure Data Engineer	"  Rocky Hill, CT   "	via LinkedIn	Full-time	0	Sudan	2023-07-19 00:00:00	0	1	Sudan	year	105000	
14676	9182	Data Analyst	Data Analyst	" Anywhere "	via LinkedIn	Contractor	1	Sudan	2023-07-20 00:00:00	1	0	Sudan	hour		45
14677	9183	Data Analyst	Data Analyst (Product Data Analyst)	" Anywhere "	via LinkedIn	Full-time	1	Sudan	2023-08-05 00:00:00	0	0	Sudan	year	139000	
14680	4889	Data Engineer	Data Engineer	" Anywhere "	via LinkedIn	Full-time	1	Sudan	2023-10-03 00:00:00	0	0	Sudan	year	119500	
14681	7397	Data Engineer	Data Engineer	"  Cockeysville, MD   "	via Snagajob	Full-time	0	Sudan	2023-08-25 00:00:00	0	0	Sudan	hour		56.7400016784668
14683	9186	Data Engineer	Data Engineer	"  Columbus, OH   "	via LinkedIn	Full-time	0	Sudan	2023-10-20 00:00:00	1	0	Sudan	year	120000	
14685	20	Data Engineer	Data Engineer	"  Clearwater, FL   "	via Robert Half	Full-time	0	Sudan	2023-05-25 00:00:00	1	0	Sudan	year	101000	
14686	9188	Data Engineer	Data Engineer (Greater NYC Area, NY)	"  New York, NY   "	via Built In NYC	Full-time	0	Sudan	2023-06-01 00:00:00	1	1	Sudan	year	115000	
14690	9189	Data Engineer	Data Engineer / Onsite Florham Park NJ/ Contract to Hire	"  Jersey City, NJ   "	via ZipRecruiter	Full-time	0	Sudan	2023-10-31 00:00:00	0	0	Sudan	hour		75
14691	9190	Data Engineer	Data Engineer III - Network	Phoenix, AZ	via Ladders	Full-time	0	Sudan	2023-02-22 00:00:00	0	1	Sudan	year	125000	
14693	9	Data Scientist	Data Science Expert Needed for Analyzing and Extracting Insights...	" Anywhere "	via Upwork	Contractor	1	Sudan	2023-07-23 00:00:00	0	0	Sudan	hour		17.5
14695	9192	Data Scientist	Data Science Lead	"  United States   "	via Dice	Contractor	0	Sudan	2023-11-03 00:00:00	0	0	Sudan	hour		65
14696	9193	Data Scientist	Data Science Manager	"  Austin, TX   "	via Snagajob	Full-time and Part-time	0	Sudan	2023-11-11 00:00:00	0	0	Sudan	hour		40.779998779296875
14697	29	Data Scientist	Data Scientist	"  Colorado Springs, CO   "	via Dice	Full-time	0	Sudan	2023-06-09 00:00:00	0	0	Sudan	year	70000	
14700	9195	Data Scientist	Data Scientist	Boulder, CO	via IT JobServe	Full-time	0	Sudan	2023-04-10 00:00:00	0	1	Sudan	year	120000	
14701	9	Data Scientist	Data Scientist - NLP, regex, OpenCV, Python, AWS - Contract to Hire	" Anywhere "	via Upwork	Contractor	1	Sudan	2023-04-24 00:00:00	0	0	Sudan	hour		15
14705	283	Data Scientist	Data Scientist/Analyst/Engineer - Junior Level - Now Hiring	"  Dallas, TX   "	via Snagajob	Full-time and Part-time	0	Sudan	2023-10-29 00:00:00	0	0	Sudan	hour		39.79500198364258
14706	117	Data Engineer	Data engineer security	"  Norfolk, VA   "	via Talent.com	Full-time and Part-time	0	Sudan	2023-10-13 00:00:00	0	1	Sudan	year	58300	
14707	9	Data Scientist	Data scientist with Twitter API access needed for research project...	" Anywhere "	via Upwork	Contractor	1	Sudan	2023-07-28 00:00:00	0	0	Sudan	hour		24
14710	9	Data Engineer	Geospatial data engineer needed	" Anywhere "	via Upwork	Contractor	1	Sudan	2023-07-10 00:00:00	1	0	Sudan	hour		32.5
14711	9201	Data Scientist	Intern, Data Science	Dallas, TX	via ZipRecruiter	Full-time	0	Sudan	2023-03-25 00:00:00	0	0	Sudan	hour		23
14713	9202	Data Engineer	Lead Data Engineer	"  Plano, TX   "	via BeBee	Full-time	0	Sudan	2023-12-17 00:00:00	0	0	Sudan	year	135000	
14715	3370	Data Scientist	Lead Data Scientist	"  Bentonville, AR   "	via BeBee	Full-time and Part-time	0	Sudan	2023-12-14 00:00:00	0	1	Sudan	year	125000	
14718	5120	Data Engineer	Principal Data Engineer (Remote)	Anywhere	via Built In NYC	Full-time	1	Sudan	2023-03-14 00:00:00	1	1	Sudan	year	200000	
14719	474	Data Scientist	Principal Data Science Manager	"  United States   "	via Indeed	Full-time	0	Sudan	2023-08-25 00:00:00	0	1	Sudan	year	217500	
14720	1233	Data Scientist	Principal Data Scientist	"  Roseland, NE   "	via Ladders	Full-time	0	Sudan	2023-09-02 00:00:00	0	0	Sudan	year	125000	
14721	6388	Data Scientist	Principal Data Scientist, Supply Chain	"  United States   "	via Ai-Jobs.net	Full-time	0	Sudan	2023-08-25 00:00:00	0	1	Sudan	year	157500	
14723	1796	Data Engineer	SQL Data Engineer / DBA	Anywhere	via LinkedIn	Full-time	1	Sudan	2023-01-27 00:00:00	0	0	Sudan	year	144000	
14724	9209	Senior Data Engineer	Senior Data Engineer	"  Nashville, TN   "	via Ladders	Full-time	0	Sudan	2023-09-24 00:00:00	0	1	Sudan	year	135519	
14729	286	Senior Data Scientist	Senior Data Scientist, ML Platform	Anywhere	via Indeed	Full-time	1	Sudan	2023-02-24 00:00:00	0	1	Sudan	year	135000	
14730	9211	Senior Data Engineer	Senior Python Data Engineer	"  Wilmington, DE   "	via Indeed	Full-time	0	Sudan	2023-09-17 00:00:00	0	0	Sudan	year	160000	
14734	9	Data Scientist	Statistics for Data Science Tutor	" Anywhere "	via Upwork	Contractor and Temp work	1	Sudan	2023-10-09 00:00:00	0	0	Sudan	hour		17.5
14735	9213	Cloud Engineer	Web Analyst III	"  Albuquerque, NM   "	via Snagajob	Full-time	0	Sudan	2023-08-25 00:00:00	0	0	Sudan	hour		50.55000305175781
14736	9214	Machine Learning Engineer	Machine Learning Specialist	"  Stockholm, Sweden   "	via Ai-Jobs.net	Full-time	0	Sweden	2023-05-17 00:00:00	0	0	Sweden	year	80850	
14738	138	Senior Data Analyst	AVP Senior Data Analyst	Mansfield, TX	via Big Country Jobs	Full-time	0	Texas, United States	2023-01-03 00:00:00	0	0	United States	year	112025	
14739	9216	Data Scientist	Anti-Cheat Data Scientist	Austin, TX	via Ladders	Full-time	0	Texas, United States	2023-02-04 00:00:00	0	1	United States	year	115000	
14740	91	Data Engineer	Associate, Data Engineer	"  Grand Rapids, MI   "	via Snagajob	Full-time	0	Texas, United States	2023-09-05 00:00:00	0	1	United States	hour		37.154998779296875
14743	9218	Data Analyst	Data Analyst	"  San Antonio, TX   "	via Dice	Full-time	0	Texas, United States	2023-08-19 00:00:00	1	0	United States	year	62500	
14744	20	Data Analyst	Data Analyst	Addison, TX	via Robert Half	Contractor	0	Texas, United States	2023-02-21 00:00:00	1	0	United States	hour		17.09000015258789
14745	894	Data Analyst	Data Analyst	"  Dallas, TX   "	via LinkedIn	Full-time	0	Texas, United States	2023-06-21 00:00:00	1	0	United States	year	95000	
14746	9221	Data Analyst	Data Analyst - SQL (FT)	Dallas, TX	via ZipRecruiter	Full-time	0	Texas, United States	2023-03-03 00:00:00	0	0	United States	hour		30
14752	2542	Data Engineer	Data Engineer	"  McLean, VA   "	via ZipRecruiter	Full-time	0	Texas, United States	2023-05-18 00:00:00	0	0	United States	year	140000	
14754	27	Data Engineer	Data Engineer (Hybrid)	"  Los Angeles, CA   "	via PHL17 Jobs	Full-time	0	Texas, United States	2023-05-06 00:00:00	0	1	United States	year	135000	
14755	294	Data Engineer	Data Engineer Lead	Arlington, TX	via Indeed	Full-time	0	Texas, United States	2023-03-14 00:00:00	1	1	United States	year	140000	
14756	129	Data Engineer	Data Engineer Python Databricks	"  New York, NY   "	via Snagajob	Full-time	0	Texas, United States	2023-08-11 00:00:00	0	0	United States	hour		54.42000198364258
14757	117	Data Engineer	Data Engineer, Mid	John C. Stennis Space Center, MS	via Ladders	Full-time	0	Texas, United States	2023-04-04 00:00:00	0	1	United States	year	115000	
14760	9227	Data Analyst	Data Management Analyst - Avendra	"  United States   "	via Ai-Jobs.net	Full-time	0	Texas, United States	2023-12-17 00:00:00	0	0	United States	year	54000	
14765	9228	Data Scientist	Data Scientist - Only W2	"  Austin, TX   "	via Dice	Contractor	0	Texas, United States	2023-10-17 00:00:00	0	0	United States	hour		60
14766	6924	Data Scientist	Data Scientist : Advisor	" Anywhere "	via LinkedIn	Full-time	1	Texas, United States	2023-10-07 00:00:00	0	0	United States	year	152500	
14768	9	Data Scientist	Data Scientist Engineer with Satellite, Aerospace Experience ...	Anywhere	via Upwork	Full-time	1	Texas, United States	2023-03-31 00:00:00	0	0	United States	hour		75
14773	9	Data Scientist	Experienced Data Scientist Wanted for Exciting New Role at XYZ Inc	Anywhere	via Upwork	Contractor	1	Texas, United States	2023-01-22 00:00:00	0	0	United States	hour		20
14774	9232	Business Analyst	Freshers For Business Analyst	"  Dallas, TX   "	via Indeed	Full-time	0	Texas, United States	2023-12-12 00:00:00	0	0	United States	hour		33.75
14778	9201	Data Scientist	Intern, Data Science	" Anywhere "	via Indeed	Part-time and Internship	1	Texas, United States	2023-09-28 00:00:00	0	1	United States	hour		23
14779	9234	Data Scientist	LEAD DATA SCIENTIST	" Anywhere "	via Diversity Jobs	Full-time	1	Texas, United States	2023-06-08 00:00:00	0	1	United States	year	100000	
14780	2932	Data Engineer	Lead Data Engineer	" Anywhere "	via LinkedIn	Full-time	1	Texas, United States	2023-04-19 00:00:00	0	1	United States	year	142500	
14783	1902	Data Scientist	Mortgage Data Scientist	Anywhere	via LinkedIn	Full-time	1	Texas, United States	2023-02-14 00:00:00	0	0	United States	year	140000	
14784	1226	Data Engineer	Observability & Data Engineer-Terraform	"  Greenwood Village, CO   "	via LinkedIn	Contractor	0	Texas, United States	2023-08-18 00:00:00	0	0	United States	hour		70.5
14786	28	Data Scientist	REMOTE Data Scientist (Python, Modeling, Presenting)	Anywhere	via LinkedIn	Full-time	1	Texas, United States	2023-02-22 00:00:00	0	0	United States	year	100000	
14787	9239	Data Scientist	SME Data Scientist	Anywhere	via Indeed	Full-time	1	Texas, United States	2023-03-15 00:00:00	0	1	United States	year	125500	
14792	27	Senior Data Engineer	Senior Data Engineer	"  Elk Grove Village, IL   "	via Dice	Full-time	0	Texas, United States	2023-06-13 00:00:00	0	0	United States	year	178500	
14798	9241	Senior Data Engineer	Senior Data Engineer	" Anywhere "	via LinkedIn	Contractor	1	Texas, United States	2023-11-29 00:00:00	0	0	United States	hour		75
14799	9242	Data Engineer	Senior Data Engineer (On-Site) - Now Hiring	"  Sarasota, FL   "	via Snagajob	Full-time and Part-time	0	Texas, United States	2023-12-13 00:00:00	0	0	United States	hour		49.61000061035156
14800	2517	Senior Data Engineer	Senior Data Engineer (PL/SQL, Python, AWS)	Durham, NC	via LinkedIn	Contractor	0	Texas, United States	2023-01-11 00:00:00	0	0	United States	year	127500	
14803	400	Senior Data Engineer	Senior Data Engineer - Remote	" Anywhere "	via LinkedIn	Full-time	1	Texas, United States	2023-06-28 00:00:00	0	0	United States	year	125000	
14807	9245	Senior Data Scientist	Senior Data Scientist	"  Denver, CO   "	via IT JobServe	Full-time	0	Texas, United States	2023-08-09 00:00:00	0	1	United States	year	177500	
14811	518	Software Engineer	Software Engineer - Data Engineering/Enterprise App Platforms	" Anywhere "	via LinkedIn	Full-time	1	Texas, United States	2023-10-27 00:00:00	0	0	United States	year	155000	
14812	9247	Data Analyst	Sr. Data Analyst	"  Plano, TX   "	via Ladders	Full-time	0	Texas, United States	2023-06-18 00:00:00	0	0	United States	year	150000	
14813	66	Senior Data Engineer	Sr. Data Engineer (Hybrid)	"  NEWCOMB HALL, VA   "	via LifeworQ	Full-time and Part-time	0	Texas, United States	2023-12-06 00:00:00	0	1	United States	year	173500	
14815	9249	Senior Data Scientist	Sr. Manager Of Data Science: Credit Risk And Marketing Analytics	"  Plano, TX   "	via Ladders	Full-time	0	Texas, United States	2023-05-30 00:00:00	0	1	United States	year	175000	
14819	1580	Data Engineer	Data Architect - Cloud Migration	London, UK	via Ai-Jobs.net	Full-time	0	United Kingdom	2023-02-04 00:00:00	1	0	United Kingdom	year	165000	
14820	9251	Data Scientist	Head of Data Science and Visualisation	London, UK	via Ai-Jobs.net	Full-time	0	United Kingdom	2023-04-04 00:00:00	0	0	United Kingdom	year	166419.5	
14821	8619	Senior Data Scientist	Senior Analytics Engineer	London, UK	via Ai-Jobs.net	Full-time	0	United Kingdom	2023-02-15 00:00:00	1	0	United Kingdom	year	81000	
14822	2742	Data Analyst	Data Analyst Team Leader	Hanoi, Hoàn Kiếm, Hanoi, Vietnam	via Ai-Jobs.net	Full-time	0	Vietnam	2023-02-16 00:00:00	1	0	Vietnam	year	111175	
14823	9254	Data Engineer	Data Engineer	Melbourne VIC, Australia	via Ai-Jobs.net	Full-time	0	Australia	2023-02-09 00:00:00	1	0	Australia	year	96773	
14824	5040	Data Engineer	Analytics Data Engineer - Remote - Now Hiring	" Anywhere "	via Snagajob	Full-time	1	California, United States	2023-08-06 00:00:00	0	0	United States	hour		56.7400016784668
14825	2052	Data Analyst	Assoc Data Analyst (SQL)	"  Long Beach, CA   "	via Indeed	Full-time	0	California, United States	2023-08-11 00:00:00	0	1	United States	hour		26.604999542236328
14826	1515	Data Engineer	Azure Data Engineer / Datawarehouse Consultant	Anywhere	via LinkedIn	Full-time	1	California, United States	2023-01-05 00:00:00	0	0	United States	hour		85
14828	9258	Data Analyst	Clinical Data Analyst III	Anywhere	via Indeed	Full-time	1	California, United States	2023-02-18 00:00:00	0	1	United States	hour		52.04999923706055
14829	6087	Data Analyst	Data Analyst	"  Phoenix, AZ   "	via Indeed	Full-time	0	California, United States	2023-07-22 00:00:00	0	1	United States	hour		37.5
14830	9260	Data Analyst	Data Analyst	"  Las Vegas, NV   "	via Indeed	Full-time	0	California, United States	2023-09-08 00:00:00	0	1	United States	year	58448	
14831	871	Data Analyst	Data Analyst	San Francisco, CA	via Ladders	Full-time	0	California, United States	2023-01-12 00:00:00	1	0	United States	year	115000	
14833	51	Data Analyst	Data Analyst III	"  San Bruno, CA   "	via ZipRecruiter	Full-time	0	California, United States	2023-08-10 00:00:00	0	1	United States	year	148138.5	
14834	4723	Data Analyst	Data Analyst, People Analytics	Costa Mesa, CA	via Ai-Jobs.net	Full-time	0	California, United States	2023-03-23 00:00:00	1	0	United States	year	111175	
14836	1162	Data Engineer	Data Engineer	"  Mountain View, CA   "	via Ai-Jobs.net	Full-time	0	California, United States	2023-07-07 00:00:00	1	0	United States	year	147500	
14839	9075	Data Engineer	Data Engineer	"  Moline, IL   "	via Dice.com	Full-time	0	California, United States	2023-05-17 00:00:00	0	0	United States	hour		72.5
14846	351	Data Engineer	Data Engineer	"  Orange, CA   "	via LinkedIn	Full-time	0	California, United States	2023-10-12 00:00:00	1	1	United States	year	147500	
14853	56	Data Engineer	Data Engineer, Experimentation & Evaluation-TikTok Data Platform	"  San Jose, CA   "	via LinkedIn	Full-time	0	California, United States	2023-12-08 00:00:00	0	1	United States	year	208000	
14854	5662	Data Analyst	Data Reporting and Analytics Consultant IV / Biostatistician...	"  Pasadena, CA   "	via Karkidi	Full-time	0	California, United States	2023-08-19 00:00:00	0	0	United States	year	126540	
14855	56	Data Scientist	Data Science Lead - Product Analytics	Mountain View, CA	via LinkedIn	Full-time	0	California, United States	2023-01-13 00:00:00	0	1	United States	year	207560	
14856	56	Data Scientist	Data Science Manager - TikTok Ads	Mountain View, CA	via LinkedIn	Full-time	0	California, United States	2023-03-08 00:00:00	0	1	United States	year	234000	
14857	1039	Data Scientist	Data Scientist	" Anywhere "	via LinkedIn	Contractor and Temp work	1	California, United States	2023-09-27 00:00:00	0	0	United States	hour		61.5
14858	406	Data Scientist	Data Scientist	" Anywhere "	via LinkedIn	Full-time	1	California, United States	2023-05-04 00:00:00	0	0	United States	year	152500	
14859	9273	Data Scientist	Data Scientist	"  Mountain View, CA   "	via Indeed	Full-time	0	California, United States	2023-05-03 00:00:00	0	0	United States	hour		65
14862	613	Data Scientist	Data Scientist Intern 2024	"  San Francisco, CA   "	via Job Listings | Barklis	Internship	0	California, United States	2023-08-18 00:00:00	0	0	United States	year	74100	
14863	9275	Data Scientist	Data Scientist only on W2	Sunnyvale, CA	via Dice	Contractor	0	California, United States	2023-01-25 00:00:00	0	0	United States	hour		45
14864	117	Data Scientist	Data Scientist, Mid	Las Vegas, NV	via Ladders	Full-time	0	California, United States	2023-03-23 00:00:00	0	1	United States	year	115000	
14865	9277	Data Engineer	Data and Analytics Engineer 2	"  Pittsburgh, PA   "	via Snagajob	Full-time	0	California, United States	2023-08-13 00:00:00	0	0	United States	hour		16.420000076293945
14866	283	Data Scientist	ENTRY LEVEL DATA SCIENTIST	Apple Valley, CA	via Relocation Jobs	Full-time	0	California, United States	2023-04-07 00:00:00	0	0	United States	year	97500	
14868	618	Data Analyst	Field Data Collector	"  Modesto, CA   "	via ZipRecruiter	Full-time	0	California, United States	2023-12-16 00:00:00	1	0	United States	hour		23.154998779296875
14871	283	Data Analyst	Junior Data analyst/Java full stack programmer (Remote)	"  Irvine, CA   "	via LinkedIn	Full-time	0	California, United States	2023-12-14 00:00:00	0	0	United States	year	103000	
14873	283	Data Analyst	Junior software programmer/Data Analyst/Data Scientists/ML--Remote	"  Irvine, CA   "	via Snagajob	Full-time	0	California, United States	2023-08-14 00:00:00	0	0	United States	hour		43.97999954223633
14877	6816	Business Analyst	Manager, Business Intelligence	"  San Mateo, CA   "	via Ai-Jobs.net	Full-time	0	California, United States	2023-05-30 00:00:00	0	0	United States	year	90000	
14878	56	Data Scientist	Minor Safety Data Scientist, Network Analysis and Targeted...	Los Angeles, CA	via LinkedIn	Full-time	0	California, United States	2023-01-12 00:00:00	0	1	United States	year	158857.5	
14879	7174	Data Analyst	Operations Data Analyst	"  Santa Monica, CA   "	via JobServe	Full-time	0	California, United States	2023-09-02 00:00:00	0	1	United States	hour		42
14880	1163	Data Engineer	Principal Data Engineer	Charlotte, NC	via Ladders	Full-time	0	California, United States	2023-04-10 00:00:00	0	0	United States	year	150000	
14883	9286	Data Analyst	Research Data Analyst	"  Manhattan Beach, CA   "	via ZipRecruiter	Full-time	0	California, United States	2023-05-12 00:00:00	0	0	United States	hour		22.5
14885	8805	Senior Data Scientist	SENIOR DATA SCIENTIST, QUALITY	"  Thousand Oaks, CA   "	via Ladders	Full-time	0	California, United States	2023-06-01 00:00:00	0	1	United States	year	167186.5	
14886	336	Senior Data Engineer	Senior Big Data Engineer (W2)	Anywhere	via LinkedIn	Full-time	1	California, United States	2023-03-22 00:00:00	0	0	United States	hour		65
14887	6947	Business Analyst	Senior Business Systems Analyst	"  Los Angeles, CA   "	via ZipRecruiter	Full-time	0	California, United States	2023-09-27 00:00:00	0	0	United States	hour		64.5
14889	9290	Senior Data Analyst	Senior Data Analyst – Advanced Analytics and Data Science	"  Idaho Falls, ID   "	via Indeed	Full-time	0	California, United States	2023-11-08 00:00:00	0	1	United States	year	142428	
14892	1442	Senior Data Engineer	Senior Data Engineer	"  Austin, TX   "	via LinkedIn	Full-time	0	California, United States	2023-08-19 00:00:00	0	0	United States	year	140000	
14898	719	Senior Data Engineer	Senior Data Engineer, Federal Marketing	"  Round Rock, TX   "	via Ladders	Full-time	0	California, United States	2023-08-27 00:00:00	0	0	United States	year	125000	
14901	9293	Senior Data Scientist	Senior Data Scientist (Remote)	Anywhere	via Recruit.net	Full-time	1	California, United States	2023-01-23 00:00:00	0	0	United States	year	142809	
14902	3370	Senior Data Scientist	Senior Data Scientist - Full-time / Part-time	"  Mountain View, CA   "	via Snagajob	Full-time and Part-time	0	California, United States	2023-09-13 00:00:00	0	1	United States	hour		78.54499816894531
14903	1176	Senior Data Scientist	Senior Data Scientist, Acquisition	"  San Francisco, CA   "	via Ladders	Full-time	0	California, United States	2023-11-29 00:00:00	0	1	United States	year	200000	
14904	88	Senior Data Scientist	Senior Data Scientist, Predictive Model	"  El Segundo, CA   "	via Indeed	Full-time	0	California, United States	2023-04-28 00:00:00	0	1	United States	year	189000	
14905	9297	Business Analyst	Senior IT Business Analyst	South San Francisco, CA	via Dice	Contractor	0	California, United States	2023-03-22 00:00:00	0	0	United States	hour		55
14908	6150	Senior Data Scientist	Senior/Principal Data Scientist - Finance	South San Francisco, CA	via Central Illinois Proud Jobs	Full-time	0	California, United States	2023-03-04 00:00:00	0	1	United States	year	202943	
14910	9299	Senior Data Engineer	Sr Data Engineer - Deep Learning	"  Santa Monica, CA   "	via Ai-Jobs.net	Full-time	0	California, United States	2023-06-28 00:00:00	0	0	United States	year	175000	
14916	9300	Software Engineer	Staff Software Engineer- Data Production	"  Chicago, IL   "	via Ai-Jobs.net	Full-time	0	California, United States	2023-06-01 00:00:00	0	0	United States	year	99150	
14919	9301	Data Scientist	ML Engineer/Data Scientist	"  Canada   "	via Ladders	Full-time	0	Canada	2023-12-25 00:00:00	0	0	Canada	year	80811	
14920	1632	Machine Learning Engineer	Machine Learning Engineer	Anywhere	via LinkedIn	Full-time	1	Canada	2023-03-28 00:00:00	0	0	Canada	year	240000	
14921	7464	Senior Data Engineer	Senior Data Engineer	Mississauga, ON, Canada	via Ai-Jobs.net	Full-time	0	Canada	2023-01-13 00:00:00	0	0	Canada	year	147500	
14922	3418	Data Analyst	Product Data Analyst	"  Tallinn, Estonia   "	via Ai-Jobs.net	Contractor	0	Estonia	2023-08-16 00:00:00	0	0	Estonia	year	56700	
14924	4475	Data Engineer	Azure Data Engineer	"  Santa Fe, NM   "	via Indeed	Full-time	0	Florida, United States	2023-10-15 00:00:00	0	0	United States	year	102905.5	
14925	138	Data Analyst	Business/Data Analyst Manager- AVP -C12-Hybrid	Lithia, FL	via JobServe	Full-time	0	Florida, United States	2023-02-07 00:00:00	0	0	United States	year	101540	
14926	3030	Data Engineer	Consultant, Data Engineer	"  Columbus, OH   "	via Ladders	Full-time	0	Florida, United States	2023-08-28 00:00:00	0	1	United States	year	125000	
